call_id,group,duration_file_s,snr_db,clipping_pct,level_dbfs,speech_ratio,censored_s,n_censor_segments,asr_confidence,asr_low_conf_pct,n_speakers_detected,flags,contact_type,identity_validated,product,debt_amount,overdue_amount,non_payment_reasons,final_outcome,final_outcome_rank,ptp,ptp_type_commitment,ptp_amount,ptp_date,ptp_type,ptp_confirmed_by_client,agent_recapped,callback_scheduled,ptp_strength,had_negotiation,n_offers_agent,n_counteroffers_client,first_anchor,n_objections,n_objections_resolved,n_objections_partial,pct_objections_resolved,conv_duration_s,agent_speech_s,client_speech_s,agent_talk_share,silence_pct,n_turns,turns_per_min,mean_turn_s_agent,mean_turn_s_client,max_agent_monologue_s,n_monologues_30s,agent_latency_median_s,agent_latency_p90_s,client_latency_median_s,agent_spoke_first,time_to_first_agent_voice_s,dead_air_count,dead_air_s,interruptions_per_min_agent,interruptions_per_min_client,overlap_s,yield_time_s,backchannels_agent_per_min,words_per_min_agent,words_per_min_client,time_to_identification_s,time_to_debt_mention_s,time_to_first_offer_s,time_to_ptp_s,closing_by,last_turn_role,repeat_requests,repeat_requests_agent,repeat_requests_client,mechanical_repetition,agent_misunderstood,client_expresses_annoyance,greets,identifies_self,recording_notice,validates_identity_before_disclosing,states_amount,states_due_date,offers_payment_channels,mentions_credit_bureaus,recaps_agreement,polite_closing,script_checklist_score,debt_disclosed_to_third_party,clarity,empathy,active_listening,objection_handling,control_focus,professionalism,agent_pitch_range_st,client_pitch_range_st,agent_intensity_std_db,client_escalation,sentiment_start,sentiment_end,sentiment_delta,sentiment_min,agent_questions,politeness_markers,lexical_richness_mattr,fillers_per_min,agent_discourse_similarity,blindness_guess
C077,ai,533.7,25.7,0.0032,-15.93,0.7659,28.85,44,0.9326,3.14,2,agent_spoke_first,account_holder,true,other,1120000.0,,disputes_charge,firm_promise,7,True,firm,420000.0,8 de julio de 2026,full,true,true,False,3,True,3,2,agent,2,2,0,100.0,525.116,209.178,166.016,0.5575,28.442,59,6.7414,8.146,7.697,24.047,0,2.592,4.438,1.038,True,,10,33.809,0.3428,1.0283,19.462,2.936,1.3711,215.99,188.66,6.704,9.648,188.889,253.226,agent,AGENT,1,1,0,True,1,False,true,true,true,true,true,true,false,false,true,true,80.0,na,4,3,2,3,4,3,8.645,8.637,5.09,-0.0513,0.5128,-0.0731,-0.5859,-0.7161,17,1,0.752,0.286,0.7313,ai
C078,human,137.76,8.88,0.0005,-18.49,0.72,7.6,9,0.9275,2.69,3,diar_corrected;hallucination_removed;low_snr;three_speakers,account_holder,false,unknown,,145000.0,other,firm_promise,7,True,firm,145000.0,apenas de un tiempito,full,false,true,False,2,True,0,1,client,1,1,0,100.0,118.277,60.007,24.34,0.7114,23.961,18,9.1311,9.43,4.136,18.849,0,0.744,1.617,0.911,False,0.253,0,0.0,0.0,1.0146,3.61,3.347,0.5073,188.98,175.02,,14.479,68.654,90.501,agent,AGENT,0,0,0,True,0,False,true,false,false,false,true,true,true,false,true,true,60.0,na,4,3,4,4,4,4,9.537,8.907,7.218,-0.674,0.1082,0.1404,0.0322,-0.5877,2,0,0.6151,0.993,0.7532,human
C079,ai,92.1,13.6,0.0003,-17.34,0.7225,15.39,16,0.9465,1.62,2,,account_holder,true,unknown,12740000.0,,not_stated,no_agreement,3,False,na,,,,na,na,False,,False,0,0,none,1,0,0,0.0,83.086,42.086,11.637,0.7834,26.124,10,7.2214,11.729,4.04,21.397,0,2.143,2.869,1.334,False,0.0,1,3.105,0.0,1.4443,2.574,2.64,0.0,225.25,139.21,24.08,4.829,,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,false,false,true,false,false,false,na,false,33.33,na,2,2,2,1,2,3,8.378,6.71,5.708,,0.3929,0.1041,-0.2888,-0.4367,3,1,0.8272,0.0,0.7155,ai
C080,human,350.68,6.55,0.0002,-19.96,0.8946,17.19,15,0.901,5.28,3,agent_spoke_first;low_snr;three_speakers,account_holder,false,unknown,1400000.0,,not_stated,callback_scheduled,4,False,na,,,,na,na,True,,True,2,0,agent,0,0,0,,332.927,199.521,80.045,0.7137,12.384,26,4.6857,17.74,7.061,46.744,3,0.514,1.169,0.968,True,,0,0.0,0.3604,0.3604,6.248,1.956,0.1802,165.7,41.23,,0.0,0.0,,agent,CLIENT,0,0,0,True,0,False,false,false,false,false,true,false,true,true,na,true,44.44,na,3,3,4,,4,4,6.428,17.655,4.922,-0.2862,-0.0389,0.1402,0.1791,-0.2113,5,1,0.7337,1.488,0.7751,human
C081,ai,85.22,17.68,0.0,-17.33,0.5462,9.26,8,0.8755,7.81,2,diar_corrected,wrong_number,false,unknown,,,not_stated,no_contact,0,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,79.262,25.431,0.0,1.0,46.379,11,8.3268,8.241,,15.356,0,,,,False,,2,11.306,0.0,0.0,0.338,,0.757,231.21,,,,,,agent,THIRD_PARTY,0,0,0,False,0,False,true,false,na,na,na,na,na,na,na,na,,false,4,3,4,,4,5,8.902,,6.222,,,,,,2,3,0.8133,0.0,0.6179,unsure
C082,ai,255.54,21.57,0.0021,-17.18,0.8744,21.43,21,0.9573,2.11,3,diar_corrected;three_speakers,account_holder,false,unknown,1560000.0,,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,2,0,agent,2,0,1,0.0,252.247,117.349,82.724,0.5865,17.614,29,6.898,10.117,6.571,24.46,0,1.046,3.242,1.046,False,0.92,1,3.227,0.7136,1.1893,9.913,0.978,0.9514,190.71,108.07,,16.605,170.538,,client_hangup,CLIENT,0,0,0,True,0,True,true,true,false,false,true,false,false,false,na,false,33.33,na,3,2,2,2,2,3,8.032,15.252,5.497,0.0526,-0.2786,-0.1225,0.1561,-0.9351,7,1,0.7773,0.0,0.7521,ai
C083,human,152.86,8.31,0.0,-21.92,0.7609,4.73,8,0.8837,6.85,2,agent_spoke_first;low_snr,account_holder,false,unknown,,,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,0,0,none,1,1,0,100.0,134.451,74.212,31.187,0.7041,19.308,11,4.9089,14.652,6.838,28.586,0,0.827,1.222,1.704,True,,0,0.0,0.0,0.0,0.725,,0.0,185.95,175.07,,27.228,,,agent,AGENT,0,0,0,True,0,False,false,true,false,false,false,true,false,false,na,true,33.33,na,4,4,4,5,4,5,8.724,8.49,5.876,-0.6637,-0.2695,0.0774,0.3469,-0.7723,2,1,0.7537,4.757,0.6583,human
C084,ai,60.32,18.86,0.0002,-18.62,0.4726,9.05,8,0.8934,1.49,2,agent_spoke_first,hangup_before_identification,false,unknown,,,not_stated,no_contact,0,False,na,,,,na,na,False,,False,0,0,none,0,0,0,,56.695,21.693,0.0,1.0,55.203,1,1.0583,56.695,,56.695,1,,,,True,,3,16.041,0.0,0.0,1.064,,0.0,185.31,,,0.0,,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,na,na,na,na,na,na,na,na,,na,,,,,,3,15.764,,6.277,,,,,,2,1,0.7589,0.0,0.6139,ai
C085,ai,87.52,15.85,0.0,-16.29,0.7559,10.22,11,0.9477,2.69,1,agent_spoke_first;one_speaker,account_holder,false,unknown,1550000.0,,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,2,0,agent,0,0,0,,85.269,54.666,0.0,1.0,27.16,1,0.7037,85.269,,85.269,1,,,,True,,0,0.0,0.0,0.0,0.0,,0.0,204.15,,,0.0,0.0,,cut_unclear,AGENT,0,0,0,False,0,False,true,true,false,false,true,false,false,false,na,false,33.33,na,2,3,3,,3,3,8.693,,5.815,,,,,,2,1,0.8116,0.0,0.6058,ai
C086,human,141.12,12.28,0.0,-19.18,0.7501,4.52,7,0.8738,7.3,3,diar_corrected;three_speakers,account_holder,false,unknown,,400000.0,unemployment_income_loss,firm_promise,7,True,firm,400000.0,este sábado,full,true,true,False,3,True,0,1,client,1,1,0,100.0,126.883,36.976,62.806,0.3706,23.869,13,6.1474,9.361,13.496,24.553,0,0.573,1.129,0.726,False,-29.503,0,0.0,0.0,1.8915,8.874,1.384,3.3101,167.14,201.57,,46.339,79.903,79.903,agent,CLIENT,0,0,0,False,0,False,true,false,false,false,false,false,false,false,true,true,30.0,na,3,4,4,4,4,4,5.117,6.364,7.155,-0.7864,-0.6535,-0.1767,0.4768,-0.9444,5,1,0.7075,3.245,0.6329,human
C087,ai,295.56,17.89,0.0,-15.66,0.4577,24.5,30,0.9582,1.26,2,agent_spoke_first,account_holder,false,unknown,650000.0,,not_stated,firm_promise,7,True,firm,540000.0,21 de agosto de 2026,full,false,false,False,2,True,2,0,agent,0,0,0,,288.856,116.841,0.0,1.0,55.908,1,0.2077,288.856,,288.856,1,,,,True,,17,126.61,0.0,0.0,0.0,,0.0,203.35,,,0.0,0.0,0.0,cut_unclear,AGENT,0,0,0,False,0,False,true,false,false,false,true,true,false,false,false,false,30.0,na,3,2,2,,3,3,9.068,,6.091,,,,,,16,3,0.7403,0.0,0.5534,ai
C088,human,224.62,10.81,0.0001,-18.56,0.7318,16.43,22,0.9166,5.16,3,agent_spoke_first;hallucination_removed;three_speakers,account_holder,false,unknown,1229000.0,,other,vague_promise,6,True,vague,100000.0,el 15 de este mes de julio,full,false,true,False,2,True,3,2,agent,2,1,1,50.0,204.158,92.914,54.674,0.6295,24.044,22,6.4656,10.584,6.252,39.055,1,0.945,3.738,0.692,True,,3,18.586,0.0,0.5878,4.998,3.091,1.4695,177.58,144.86,,17.015,17.015,180.06,agent,CLIENT,0,0,0,True,0,False,true,true,false,false,true,false,false,true,true,true,60.0,na,3,4,4,4,3,4,9.259,6.907,6.671,-0.0617,0.2491,0.317,0.0679,-0.8844,6,1,0.75,0.0,0.7827,human
C089,ai,131.1,13.66,0.0002,-16.92,0.7376,12.82,13,0.9449,2.43,2,agent_spoke_first;diar_corrected,account_holder,true,unknown,740000.0,,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,2,0,agent,0,0,0,,126.04,71.82,10.234,0.8753,29.091,11,5.2364,15.661,2.788,46.339,1,2.295,3.681,1.266,True,,2,6.882,0.0,0.476,1.771,1.029,0.476,214.7,181.75,0.506,19.96,36.163,,cut_unclear,AGENT,1,0,1,False,0,False,true,true,false,true,true,false,false,false,na,false,44.44,na,2,3,3,,3,3,8.234,10.249,5.786,-0.0999,0.1848,-0.2017,-0.3865,-0.9701,5,0,0.8094,0.0,0.7297,ai
C090,human,308.64,12.75,0.0,-21.38,0.7883,21.98,31,0.9046,3.71,3,agent_spoke_first;three_speakers,account_holder,true,unknown,907415.0,,not_stated,firm_promise,7,True,firm,680000.0,15 de julio,full,true,true,False,3,True,2,0,agent,0,0,0,,297.603,158.121,56.664,0.7362,24.447,21,4.2338,17.669,8.558,40.045,1,0.936,3.361,0.641,True,,1,3.839,0.4032,0.0,6.544,,1.2097,202.63,176.83,0.0,0.0,21.646,146.994,agent,AGENT,0,0,0,False,0,False,true,true,false,true,true,false,true,true,true,true,80.0,na,5,4,4,,5,5,6.549,6.292,5.817,-0.2148,-0.0818,-0.0746,0.0072,-0.3553,11,3,0.7602,4.174,0.7824,human
C091,human,109.82,9.41,0.0,-18.98,0.3316,2.46,3,0.9094,5.21,3,low_snr;three_speakers,account_holder,false,unknown,,,not_stated,no_agreement,3,False,na,,,,na,na,False,,False,0,0,none,1,1,0,100.0,44.213,18.036,14.724,0.5505,23.376,10,13.5707,4.099,3.363,9.433,0,0.624,0.986,1.451,False,0.624,0,0.0,0.0,1.3571,0.767,0.767,1.3571,143.05,215.97,,,,,agent,AGENT,0,0,0,False,0,False,false,false,false,false,false,false,false,false,na,true,11.11,na,3,4,4,4,3,4,5.067,11.101,6.459,,-0.2764,-0.0347,0.2417,-0.7604,0,0,0.7674,3.327,0.599,human
C092,human,135.16,9.75,0.0,-21.79,0.7568,7.58,12,0.9254,3.62,2,agent_spoke_first;low_snr,account_holder,true,unknown,,400000.0,illness_calamity,firm_promise,7,True,firm,400000.0,10 de julio,full,true,false,False,3,True,1,0,agent,1,1,0,100.0,122.21,50.6,42.32,0.5446,20.193,4,1.9638,34.253,25.118,38.787,1,0.0,0.0,1.734,True,,0,0.0,0.0,0.0,1.437,,0.0,214.62,174.39,0.0,0.0,72.615,72.615,agent,CLIENT,0,0,0,False,0,False,true,true,false,true,true,true,false,false,false,true,60.0,na,4,5,4,5,4,5,5.188,5.193,5.603,,0.0356,0.0356,0.0,-0.807,2,0,0.765,4.706,0.7154,human
C093,human,304.24,10.73,0.0,-19.99,0.7932,8.2,12,0.918,4.35,3,agent_spoke_first;diar_corrected;three_speakers,account_holder,false,unknown,856881.0,,not_stated,firm_promise,7,True,firm,285627.0,31 de agosto,full,true,true,False,3,True,2,1,agent,0,0,0,,280.896,187.177,32.223,0.8531,18.987,21,4.4856,20.72,3.828,62.792,3,0.886,1.644,0.894,True,,2,8.078,0.0,0.2136,1.639,0.557,0.4272,198.74,173.17,,0.0,20.099,57.325,agent,AGENT,0,0,0,False,0,False,true,true,true,false,true,true,false,true,true,true,80.0,na,4,3,4,,5,5,8.027,4.799,6.198,0.8287,0.0212,0.1688,0.1476,-0.3175,9,1,0.7646,2.548,0.8003,human
C094,human,285.6,17.58,0.0009,-18.55,0.7424,7.76,13,0.9292,3.06,3,three_speakers,account_holder,true,unknown,1420000.0,,unemployment_income_loss,firm_promise,7,True,firm,650000.0,17 de julio,full,true,true,False,3,True,2,1,agent,0,0,0,,277.053,151.262,41.142,0.7862,29.257,23,4.981,21.814,4.275,58.776,3,0.548,1.735,0.54,False,0.321,6,40.495,0.4331,0.2166,3.93,2.16,0.8663,177.7,154.59,7.577,17.803,17.803,95.023,agent,CLIENT,0,0,0,True,0,False,true,true,false,true,true,true,false,false,true,true,70.0,na,4,4,4,,5,5,6.076,8.097,6.26,-0.6157,0.5375,0.1317,-0.4058,-0.5734,4,4,0.7675,0.0,0.7792,human
C095,ai,83.4,40.74,0.0007,-16.5,0.7867,12.31,13,0.9361,2.89,2,,account_holder,false,unknown,7200000.0,,not_stated,no_agreement,3,False,na,,,,na,na,False,,True,2,0,agent,1,0,0,0.0,83.22,0.0,0.0,,18.533,1,0.721,,,,0,,,,False,,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,cut_unclear,UNKNOWN,0,0,0,False,0,False,true,true,false,false,true,false,false,false,na,false,33.33,na,3,2,3,2,2,3,,,,,,,,,0,0,,,,ai
C096,human,626.2,13.87,0.0004,-18.84,0.902,7.1,8,0.9069,4.75,3,agent_spoke_first;three_speakers,account_holder,false,payroll_loan,47113426.0,,unemployment_income_loss,firm_promise,7,True,firm,320000.0,20 de agosto,partial,true,true,False,3,True,3,2,agent,4,3,1,75.0,609.907,301.998,236.571,0.5607,12.414,25,2.4594,32.24,22.536,97.436,4,1.03,2.548,1.637,True,,1,9.703,0.2951,0.1968,15.622,10.243,0.6886,185.17,190.22,,0.0,99.489,433.125,agent,UNKNOWN,0,0,0,False,0,True,true,true,false,false,true,true,false,true,true,false,60.0,na,3,5,5,5,4,4,8.731,6.04,5.853,-0.5586,-0.7067,0.2346,0.9413,-0.9505,5,1,0.7473,3.969,0.7433,human
C097,human,299.5,15.77,0.0014,-18.11,0.8548,7.77,11,0.8867,6.59,2,diar_corrected,account_holder,false,unknown,2978790.0,,other,no_agreement,3,False,na,,,,na,na,False,,True,1,0,agent,1,0,0,0.0,289.49,175.135,66.774,0.724,18.26,21,4.3525,20.231,8.002,60.007,2,1.24,1.958,0.609,False,0.877,0,0.0,0.6218,0.829,11.631,1.519,1.4508,189.8,170.73,,7.239,48.718,,agent,CLIENT,0,0,0,True,0,False,true,true,false,false,true,false,false,false,na,false,33.33,na,3,3,3,3,3,4,6.66,7.289,6.265,-1.1273,0.1681,0.4916,0.3235,-0.3198,1,0,0.7404,4.771,0.6171,human
C098,human,283.16,7.58,0.0,-21.53,0.8232,15.43,17,0.9029,4.31,3,agent_spoke_first;low_snr;three_speakers,account_holder,false,unknown,1220000.0,88000.0,forgot,firm_promise,7,True,firm,88000.0,15 de agosto,full,true,true,False,3,True,1,0,agent,2,2,0,100.0,270.034,143.911,66.494,0.684,18.358,30,6.6658,11.629,6.016,28.182,0,0.81,1.373,0.996,True,,1,3.544,0.2222,0.4444,2.541,8.884,0.2222,170.11,218.37,,0.0,88.831,98.466,agent,CLIENT,0,0,0,True,0,False,true,false,false,false,true,true,true,true,true,true,70.0,na,4,3,4,4,5,4,9.027,5.2,6.95,0.0536,-0.2553,0.1329,0.3882,-0.7954,4,0,0.725,1.662,0.7766,human
C099,ai,313.66,14.72,0.0,-20.47,0.7439,19.43,29,0.9391,3.04,2,agent_spoke_first;diar_corrected;hallucination_removed,account_holder,false,unknown,93850000.0,,unemployment_income_loss,vague_promise,6,True,vague,2500000.0,,,false,true,False,1,True,3,1,agent,1,1,0,100.0,310.99,171.176,37.661,0.8197,29.972,19,3.6657,22.855,4.873,39.116,4,2.127,6.18,1.519,True,,6,32.806,0.1929,0.0,4.663,,0.5788,201.55,132.23,,0.0,100.45,240.445,cut_unclear,AGENT,0,0,0,True,0,False,true,true,false,false,true,true,false,false,true,false,50.0,na,3,3,2,3,3,3,8.422,14.343,4.714,-0.1502,0.3212,-0.1257,-0.4469,-0.8628,9,1,0.8339,0.0,0.7012,ai
C100,ai,472.48,20.61,0.0003,-18.87,0.7463,14.44,17,0.9488,2.13,2,diar_corrected,account_holder,true,unknown,12470000.0,,illness_calamity;unemployment_income_loss,no_agreement,3,False,na,,,,na,na,False,,True,3,1,agent,2,0,0,0.0,469.716,151.51,150.734,0.5013,33.88,22,2.8102,18.709,19.906,51.064,3,3.021,4.793,1.417,False,1.704,7,30.118,0.0,0.0,1.215,,0.5109,207.12,146.48,6.362,6.362,62.134,,agent,AGENT,2,0,2,True,0,False,true,true,false,true,true,true,false,true,na,false,66.67,na,3,3,3,2,2,4,8.176,8.408,5.769,-0.1965,-0.264,-0.3655,-0.1015,-0.9512,16,3,0.828,0.0,0.7251,ai
